timestamp_utc,requested_pan,requested_tilt,approach_pan,approach_direction,measured_start_pan,measured_start_tilt,direction,direction_name,iteration,pwm_magnitude,signed_pwm,measured_end_pan,measured_end_tilt,delta_pan_degrees,estimated_delta_counts,elapsed_seconds,time_to_movement_seconds,started_moving,stop_reason
2026-08-06T19:32:09.710906+00:00,-5.0,-5.0,-8.0,right_from_lower_pan,-5.067,-4.946,-1,left,1,100,-100,-5.092,-4.946,-0.024999999999999467,-6,0.6559216980240308,0.6557765170000494,True,movement_detected
2026-08-06T19:32:15.689445+00:00,-5.0,-5.0,-8.0,right_from_lower_pan,-5.058,-4.946,1,right,1,100,100,-5.037,-4.946,0.020999999999999908,5,0.40056997901410796,0.4004301409877371,True,movement_detected
2026-08-06T19:32:21.640627+00:00,-5.0,-5.0,-8.0,right_from_lower_pan,-5.062,-4.946,1,right,2,100,100,-5.037,-4.946,0.025000000000000355,6,0.4255967380013317,0.4254809150006622,True,movement_detected
2026-08-06T19:32:27.741848+00:00,-5.0,-5.0,-8.0,right_from_lower_pan,-5.058,-4.946,-1,left,2,100,-100,-5.079,-4.946,-0.020999999999999908,-5,0.6310999709821772,0.6309317990089767,True,movement_detected
2026-08-06T19:32:35.828905+00:00,6.0,-5.0,3.0,right_from_lower_pan,5.942,-4.946,-1,left,1,100,-100,5.921,-4.946,-0.020999999999999908,-5,0.7384254990029149,0.7382263269973919,True,movement_detected
2026-08-06T19:32:41.816403+00:00,6.0,-5.0,3.0,right_from_lower_pan,5.938,-4.946,1,right,1,100,100,5.963,-4.946,0.025000000000000355,6,0.5084624559967779,0.5083616519987117,True,movement_detected
2026-08-06T19:32:47.830718+00:00,6.0,-5.0,3.0,right_from_lower_pan,5.938,-4.946,1,right,2,100,100,5.963,-4.946,0.025000000000000355,6,0.5297781090193894,0.5296789169951808,True,movement_detected
2026-08-06T19:32:53.901624+00:00,6.0,-5.0,3.0,right_from_lower_pan,5.933,-4.946,-1,left,2,100,-100,5.908,-4.946,-0.024999999999999467,-6,0.6466326199879404,0.6464894849923439,True,movement_detected
2026-08-06T19:33:09.115891+00:00,6.0,5.0,3.0,right_from_lower_pan,5.933,4.933,-1,left,1,100,-100,5.912,4.933,-0.020999999999999908,-5,0.6437117389868945,0.643567585007986,True,movement_detected
2026-08-06T19:33:14.979628+00:00,6.0,5.0,3.0,right_from_lower_pan,5.946,4.933,1,right,1,100,100,5.967,4.933,0.020999999999999908,5,0.4181910839979537,0.41805283998837695,True,movement_detected
2026-08-06T19:33:20.810009+00:00,6.0,5.0,3.0,right_from_lower_pan,5.946,4.933,1,right,2,100,100,5.967,4.933,0.020999999999999908,5,0.39892631900147535,0.3987368149973918,True,movement_detected
2026-08-06T19:33:26.819796+00:00,6.0,5.0,3.0,right_from_lower_pan,5.95,4.933,-1,left,2,100,-100,5.929,4.933,-0.020999999999999908,-5,0.5814095259993337,0.5812132090213709,True,movement_detected
2026-08-06T19:33:37.387537+00:00,-5.0,5.0,-8.0,right_from_lower_pan,-5.054,4.933,-1,left,1,100,-100,-5.079,4.933,-0.024999999999999467,-6,0.631437497009756,0.6313034089980647,True,movement_detected
2026-08-06T19:33:43.186686+00:00,-5.0,5.0,-8.0,right_from_lower_pan,-5.05,4.933,1,right,1,100,100,-5.029,4.933,0.020999999999999908,5,0.37646797599154525,0.3762799719988834,True,movement_detected
2026-08-06T19:33:48.941886+00:00,-5.0,5.0,-8.0,right_from_lower_pan,-5.054,4.933,1,right,2,100,100,-5.033,4.933,0.020999999999999908,5,0.35333366799750365,0.3531881679955404,True,movement_detected
2026-08-06T19:33:54.962610+00:00,-5.0,5.0,-8.0,right_from_lower_pan,-5.054,4.933,-1,left,2,100,-100,-5.075,4.933,-0.020999999999999908,-5,0.640583684988087,0.6404123569955118,True,movement_detected
